source,path,sha256,rights_status,decision
repo,assets/cards/frames/epica.png,8d513d9e9405a85547d244ef0938de0d5ad59803b8b63bca401d52b5e8166cd5,unknown,reference-only; review before runtime admission
repo,assets/cards/frames/leggendaria.png,936c76da2319d19308206b558d2ee6fa7a744e4e0f1a25ddaf03de30c5177d68,unknown,reference-only; review before runtime admission
repo,assets/cards/frames/normale_1.png,8b8469fb7ac466164ccf91de6eee8a71945045f6b3532b6e8e1ec8e7f44774ca,unknown,reference-only; review before runtime admission
repo,assets/cards/frames/normale_2.png,46de8e151824a1b8d200dfb6a18c15580a84a2540d243ca8eccbcf8b2b7168d2,unknown,reference-only; review before runtime admission
repo,assets/cards/guardian_epic.svg,7b9bb85c1e8019d936d78d471fbf8184ae11fcd62c4ebef64586685d61a537d2,unknown,reference-only; review before runtime admission
repo,assets/cards/guardian_legendary.svg,13b0959a9bb33c5f88fd3f3a7cbffc3e64db6731810d73d6af7ef58d4beb18b5,unknown,reference-only; review before runtime admission
repo,assets/cards/guardian_normal.svg,263089d2d7b8fad7e4a29cc76fed07dd6ec45c3f34b15228bdc599cb3a247687,unknown,reference-only; review before runtime admission
repo,assets/cards/healing_epic.svg,dfb117fe18e3555f8bcb430e00e3b346ede2cf753068600e4c510400ec2bb0e8,unknown,reference-only; review before runtime admission
repo,assets/cards/healing_legendary.svg,7a2513fff0176a3615043694559d0bfb04dae2a2f88fc0c10c34f968fbbb1f79,unknown,reference-only; review before runtime admission
repo,assets/cards/healing_normal.svg,5e5c224e8d651dc9063e04f8f1da4c569faa1b519ea6ed2b3349a2038bd334bb,unknown,reference-only; review before runtime admission
repo,assets/cards/ice_epic.svg,d152c462a4a5fa9c3e26ef0f1d8256c3f99c28a587a09852f4e2ca9a8fa28c07,unknown,reference-only; review before runtime admission
repo,assets/cards/ice_legendary.svg,0992c72a0c8790c1fb32d904e966c99cf29e71800c097f40c793d480d7f0bfb3,unknown,reference-only; review before runtime admission
repo,assets/cards/ice_normal.svg,9a0b6808a1d2dd19f4fdcba9c7db8e8dc888dfcc66158419cbe40588679c34a1,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_001.svg,9e0203d81043f5f8d7b3fca41935b81f4f678ccc81733a5a3873495151f03014,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_002.svg,b9ca838b07d74d5d5a31e14d8e91688283ed604f45b7b37df85f2231801eab79,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_003.svg,f3ea4fb35bed54fcc1ce0cf110ec0ff73617f7a504cf7c4c3fd63f742cca4e84,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_004.svg,13d048864325919ba176bec5cd73479a9a2ba7319c9b82e99f15798adb6b3e5e,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_005.svg,2963e308e9c99ad0e53e99abf409a1c79f10b0112b945625ab9afc0da3c629b4,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_006.svg,bec6e3530ed20a2ef9d16708c94fb9528c0620d735f45da377aa8d853a39add7,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_007.svg,9e446ccd91fd1581a7a4eb6917ff7522b49d78f2afcd22a6f5c8a15fdf554bd0,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_008.svg,38f3b7d02a124daee40e87022e80b07e74b8422dbc822858001bdc2c79277c21,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_009.svg,07627874fda2f0d4bcabb9c2daf7c1a695e6365559585cecd56d6996a2b20b0c,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_010.svg,a53517bf3609e25deb144c09e04914598579fb93eb6f2829bc96733b023fe216,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_011.svg,218b4591abfd7ec6148ce69bb3313396674f41751dd4285593f1fb75ca890d38,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_012.svg,61575c1dfb2b4f5043c328d8f726135c579ca2b68c7492866dd4ba88e8ccdf6f,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_013.svg,c995526fa43cf62c263c2c2f45f825a90661f540633740742dae8b10bdfd51d0,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_014.svg,9dbad3b147e7f9a17f7a3325a0a16fa01334da7f24488581608b886952e7a323,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_015.svg,e209acca7f1cf2dceedd7104e4d7cc12fb55d2c95a916a29520a9dc17ee37fc7,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_016.svg,98cd5ac1f8d819693e295a0ba97bf796fe31f71b21f69afab3d2ae748a48e271,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_017.svg,4d2ba7f335b357315cb41034e2ff69b09041b65dcc11bf32a3f7588e08fc0ac5,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_018.svg,666e9d2a28b7c7d29f21dbcf18c942e1f1b004088b84654b9b25feb9bd8da335,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_019.svg,1ee05d34cea0eb684e04d28ec2633da83ab4ac86b3b7772fbec3c39992e4155d,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_020.svg,2ddba750c82686f97aff16eb1f56c36b5e8ca9f1c0bb61c6e5503f17b1f6f21c,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_021.svg,ae4c860a17dcbe0b978a1521c345c18340754da0efd11802cb1601eea66777f6,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_022.svg,ddea706a3668b8a3a642c4c509fd97bbeca430af921f49d35ae26d5989c587e1,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_023.svg,f38c3f75fac316bc8d4b9aa20e8fc8e6583b83440f0c0d7354c4db8e46c25715,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_024.svg,87277c7c97e9e34982076a0da50c2454e6545ab06cf34c910e557168168eaf47,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_025.svg,749b0bbf4aace114d9fd7c1789727e64042130546be62a918e1c32b152b6aee0,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_026.svg,29459b90c675375323b15a261c60047e9466665fab162cd00a0d2b2a04edbcd8,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_027.svg,9090142f961e0312661fc400e4bc4b3657a3df03e6595e1bd0f7ecae027d5a29,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_028.svg,a976fc1adfd17d3b1c4178abf4244ee0ff679195da99778f0f9aabd7970bff6a,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_029.svg,b176ea560ed2d7adec776a0208d75b8a235f202555e601a463cb3256ca39d980,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_030.svg,96a26447117567fe268d28d71f5159f975b86cbf885a470ccaa6d16dd6fe4607,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_031.svg,3ed8542c0745644e3099185a592a2c74ec401b8be5fcf45b01e4ed2a27ce900c,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_032.svg,62ab27831147e535177953c0e854530d4e3f845251adf5aa540ab6db6a42be64,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_033.svg,722f77d847d3c57a252cf2283f09fd9b10ba21b2eef0129bb32af3eb6f6aeb23,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_034.svg,dfb93d879cb70d253fbc1d6d789992aaafd0c1043d94626f9953cb189f183f76,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_035.svg,710f5424c44c83db5a0035c800ef6f64beaab04b7bb17257abc7dfcc2a34a907,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_036.svg,1b5a2262770943841b1d6c0f101dd723591ed450041042688dbc98390b24672a,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_037.svg,69df3a2bc9fc388243aa058b4855797cf3afb801771c30d44760a325b246fbbb,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_038.svg,2731cf62c752eb594ef7cd60fb62f0db61bc958dff11817c3da4fa650509fbb0,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_039.svg,b7398775cde2a6c2accfe4412e52895e22322ee2da5313211faa1ff5f5e8f723,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_040.svg,542e1072a554a164edb502a356768c7ec01d7fa843ab1d7705a5e0e8c774533c,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_041.svg,87ff0ae7142f22280bd02d2b21bc44e6471dfc2ee7c4fc6e23085174629f929b,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_042.svg,c0ab98a37d0349a253ebf970ed3ca98a7d2ac1954125a8e74fdb003f407ac9e5,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_043.svg,bfbec199b18889d08aa2e89e9ea8d0617cc4d5e74f898104ffb4c0d44d1d9fc5,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_044.svg,40b0b1d3deee4c7eaddba5db036688f1bd14e3541b26f1e071709501fe0ec59f,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_045.svg,1369aa2372b767416e0477c364a0c4be5a1fd906f97114a70331ffa499ab7ad5,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_046.svg,ef74d72dddbc15a4cf9ca094a3dd627a327736a3d38fb9468df34be85052033e,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_047.svg,0f947ec4c044d41456cc74df0bcbece17707f286084e9df96b1ec275f2dd0623,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_048.svg,be8eaf60f4a83fca8b8e0216847e55a0efc2f80220536bd2dddffc52ea11b2ba,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_049.svg,9f11bdb1524be233a38503b9e909fe7769652ce81e9c5a40a45f1488f41711d9,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_050.svg,a6f9bbc4124b395b314d2b6ea9a9df1cfed29c09d65d11539007daca6f030ec4,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_051.svg,44f9b8a9026f37a358acc2e51c1973ba0f68e056da992ee6747cff111422c1e0,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_052.svg,5d39d074f7d99ba6a97d56e42bb403507d06a810b0aa6d7bc7823f71958ff5ed,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_053.svg,2d789361336d94fa864a2e7451b4ff4fea31894eca29a13326d66b4a6d364f78,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_054.svg,36b0954b1b068e3037e08f6f441c18300ad91241e88e1c60b613c7f412ac4e5a,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_055.svg,0b6decc070a3da902126ce13012f11af32b83079e726bd523f1b91bb905a138a,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_056.svg,e7831fab82a7f605a0cfcaa341d0a3a722a74e86873b7da44a22eb59b2032dc2,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_057.svg,75f12ab934925ca0f0277659b0420a0c3113cd7946f799699c7354b4fbe87a2d,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_058.svg,41859a6f8d0f7dc961df162b37b7f1d41462340ce1eff0d41d03400b58d306f0,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_059.svg,4e11e060344d26ff4b66e521ed477f65d21b67958ce52c427195174b2a9d90bf,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_060.svg,4ae585dc9ab7cd50bc4b73be8c4c21c17dc9fa0fea80abfef423e8c8d542f013,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_061.svg,91e67a9b6058f8014bbaa34ee479802342e9152a2868b376c0a1b9b2273d2003,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_062.svg,36b62cf13601b14fc75975c512fb8147164d4a92a1008891ae66d32da0a28337,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_063.svg,f72ef0313e0c2d121a86f18fccb36d4d3f91b873fc100b60cd2eb90b950373e6,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_064.svg,8b8d0717777b9db5f99f3546a3dc6415c89b96f709fccde67de42f589e0c15dc,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_065.svg,9a0776a0abd9d6471c19ed0b6b6e676a19f5e1f9e6635b4da044da3d686a16bd,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_066.svg,05b33ce989a75ce2ec7d9e6723a719d806186473dd1202045f827f785e58a2f8,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_067.svg,056e42d4f502db1c85d54d024e86a9605204f05f32aad72503f8d8689d98ec00,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_068.svg,d4d3d451dd49a9faddcb9422eac683260a8d6d8c2ad57116f4339f5490bad85f,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_069.svg,a7f425674ae87fbd84a09e812992ddd18e5bc50d7c7f21e976165f9113648958,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_070.svg,446f69ecfd2eeb6d9880b552a791c60a5be948defb620f2dd2ed010cb023a79b,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_071.svg,c38099c7573a6093ed0f121a3e289348d5a6695244531fdeff3c6106cdf25136,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_072.svg,87c9b65adc4b0879504a29d5cb489c26cb6a385142651067076b6825664cc8bc,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_073.svg,b0f9eb8b54f427f9bc06fcdd4d44823dece1ce73566d68314c28a123e8edfbb8,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_074.svg,01d01fb1ca0d1779c00fec23d1eadf20261a264d4d9d5d5789169b83c30fadc6,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_075.svg,227f22961f6b64ba8d26be6f14fa8ac4a19d773b45134fc5279214dec9a1a29c,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_076.svg,969828f2ff63544514c486c3d221fe6a1e76d90c5bf6ec200af422edde0ac988,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_077.svg,a2510ef21151b6cf92bfe519a647d57e5d4b5e4f3aad0e86b29351c174986386,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_078.svg,b6a409de6cb437042ae49ebc0fb743e46519e495bf619f563d597a706b784844,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_079.svg,50654c1eb0719bfbf08d418676f7c37c8cd57788b560ffb347527ed9c9007d77,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_080.svg,23f4624cdacea071b13926334073f432c1163a7986c4c0110b0b8500c5ee8322,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_081.svg,2cdbf2c223215ab6ab1562651ef17ca3c83acdec19bf8c6f212ce63eebf4050b,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_082.svg,76f9858ad3b4b3e68da748ee48dca11d3625f6eab77a15b77197f52067ba2a8b,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_083.svg,8ce175b4d742ec00d02d8450599a74b513a5f7f7db51d56858df763a055adcac,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_084.svg,242a1c88d663fb60c7c7f503e53ee011b92eacf9eae43edb32a31f0745184171,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_085.svg,61edee14ad2952d75eba0b0bc87373b1736b1359dbb58e53a7e773384f84415c,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_086.svg,d5880e18a72d55d089555b6fb0bc4dba4ae9dc8b06d2ee48f79cd004f164ab40,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_087.svg,9b9884153492201dddab9a2cc9d5fd4e8326a0848a5cf06403079149145209d5,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_088.svg,7ba8b9ee45933d0d4fcf6f4fdf4c98e87d436d0bd91ecfe4551501a4e20c8b98,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_089.svg,383b6eec88f8a42f079b43db610358a2631b6c89a5845ac44e08906f320750e0,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_090.svg,e4d5cd80c02abcf49924f7b53ddfe5e4b23e7c3233f196a383cc7f803ff98ba4,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_091.svg,889fcaf788738777178e6f1dc3d8709cfde386263df7fc49e045a7ab37481be2,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_092.svg,64f614804a353f7565dca4087eabd45f05cdff9272d7cb0197e2e49e85ecfa8d,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_093.svg,06caa59b121986a9062351d7281a1854228b3e52887ac632489e94c0b5a55ec8,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_094.svg,b1b5b4ff368b93bd395d329b299c5890d6d846fbfe073f71e5703aa70d63079c,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_095.svg,07d1715076165e6aaeb3d48b6063de3c5ad32f167e7ff925ce9d29d8721e308f,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_096.svg,2c4ea73619ab3bc41bcaef037c70e314d5ceeb2fb88e432e439e42572d038432,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_097.svg,78779af067d0e958365ca5dead90f3c9add5141320f8b870a24c3d198dc47f64,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_098.svg,24e61fad313875822207677baa74257ee6ec2113bd4e18a2a1770dc62ee5d003,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_099.svg,0be6d8e51aec09bc63b8c27d36d72871f3e5526b715e5eb9f01eab37b7556d79,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_100.svg,23c1047b4a87c58fd76ea20b3ad0a574dc09b853bb6ae2f10b25d959bcf3c5e4,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_101.svg,979f9a4908a8316891e77dca27f03782c4c27dd724a4f9b601c4656ad3ab8709,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_102.svg,9b6e90330194b2b5dd0f906638f98507ad02f5b1358705c70236d958040e8887,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_103.svg,16f0d9523dd5cca18e44e86de0a52ff9dd3c49a092dee460b90330606a8d4f41,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_104.svg,238430a8c7a63d04f7e2958275097de8cc4c015cadc2c829f80dc1d773f9d288,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_105.svg,5d8b9a06ee104201c36011c550d31e28b7698398db977da3bae2e1ff9cca362f,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_106.svg,2f584fd2166504ed03e23f5553ec875bb77fe79bdbfd8520dbbe8409dbf80c16,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_107.svg,6cde923a20eadba33c18462e316177b115f2e4123aa6c6e129e9e4450b616eda,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_108.svg,c343123ed26a74f0fe39b9573b25bdd7604329f7288a08083a767119c40daa10,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_109.svg,789d97cdbae24f7fa51e24afa47eb091fc92a95ab813a529f2be56c7bd7f4cd0,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_110.svg,54f7a30369085dabe4f723a8c29307d042c30f7f08b142cdd858adc600ff5889,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_111.svg,6d4157b1f9ab1c9db8e87ac64c1f964a8a1da2962f3c6d6313ee16bd751ad419,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_112.svg,6b52f4cc86f10ef01b8a82f12e0689ed4f2ccda9e5daa4cb823b29a115a63b6a,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_113.svg,f4c0398ae52557cd47effb6fb86ac38422bf62ae92266da7dcdbce01f04dfe75,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_114.svg,22707d92e4f1101ba10941bb1dda19bf2424c7bf3ac8e979eedf48537d396d7c,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_115.svg,2a3b2b10e739f0c932a547b34676384c99d39b25621b7b7b54ba746b5532e04c,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_116.svg,a7e16a5e23e2f4fc2aec2f1a30605c1cc708dfa6cf71dc617d0a98956ad1cd96,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_117.svg,a3fd545911975fb207fb22cc3a6fea23a723777f20d4e4727712f80ea36a5b3a,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_118.svg,529f6bce6aba388466e5f24a31a61c5250da6a0c23bff2346d7a46ae842c9e0b,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_119.svg,e8cde7f64041663d2a01f3454f87d82fb4df64c3d24d53b244388a8432ba0300,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_120.svg,d73f701cedc882d2ef4782d3de7b4398f1fc6f8dff97c73f40b20d1e8e75b9dc,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_121.svg,c6b3e1452d9c2c4fa366a93eb9c01786752b3a47b71c0dadfede01176f15fbce,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_122.svg,19404e1623ac53dfc4fd59e8d6ae51e30cdb6e0d3fb0b7f7d0ad01f076b7aae6,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_123.svg,bf5a3e8623ecfe733943bd4a6a0d362b3a43673a69a4fbe24ddefed308544ec0,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_124.svg,b313f24d1472b4818b46cda1334b10a13a391948bb0ab279db34f5b91963c891,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_125.svg,d6e17e8591f86f9a18b3e2a65bf929dd20a44f20e5e4f8252a34817725c5b604,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_126.svg,bd24ec69ec123dd08a33a237c07badd32c314a2e145c5a69a09cc641ea0c2787,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_127.svg,55fc9e66d4897cb70f73b4530e95573f79aac25c95f8576445896d726ba81271,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_128.svg,58e7926a0d1ef4c9a064b29ab08c9107eaba77455c0e69ea02144534fd0e67c0,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_129.svg,848721861ebcf7111fed086d97ad0d9b23e6cd6d306623386f33803bbb8cbb5c,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_130.svg,dbb58395b1acd1d411feaf7ee3833adc1028a9ace59f103d4366a503e76e363e,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_131.svg,223d595f7bc8d600f6c484eaf33688ac5bb455838f6577cc0d90f3bc1bdf8fbb,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_132.svg,07961c15f868cab20a428711099a6e9b2f921f5790580f44c0bc3038141b0c97,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_133.svg,eeb260c02d51c1fe1bcac65e8af2b4c6849e544727300599cf663852bcb8be7a,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_134.svg,32311d962263add94e1e947f97e877606b3d51397f566e96b588d7d992aa6971,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_135.svg,cd0fec41f6ef11695f3f98f4ff4be715e14b9a138f26be88a672eab12aa0b985,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_136.svg,ea5afa927986deed2919a26ea236a54839bb8312a989e611a479dbd0f4a94016,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_137.svg,5f67e2a83e911086d8c6d7d682dd177ff210a3067a9b2beef77f593e1235624c,unknown,reference-only; review before runtime admission
repo,assets/cards/legacy_138.svg,7c8133cb5fbda3ab58e5c27f674dc5e8811b8d4d358db5f98dc121677c3771fe,unknown,reference-only; review before runtime admission
